controller,severity,preload,afterload,load_stress,run,MAP RMSE (mmHg),Unsafe Event Rate (%)
Proposed CNN-Transformer,Advanced,High,High,2.831960451701259,6,10.406745735442389,7.243400497292326
Proposed CNN-Transformer,Advanced,High,High,2.831960451701259,7,9.35125964873399,8.461670773852006
Proposed CNN-Transformer,Advanced,High,High,2.831960451701259,8,5.7554675290652035,8.034712238592869
Proposed CNN-Transformer,Advanced,High,High,2.831960451701259,9,8.32542052755845,6.554056445389189
Proposed CNN-Transformer,Advanced,High,High,2.831960451701259,10,10.259878849653969,8.256213031278543
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,1,14.426693509070653,13.867000716939017
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,2,14.371566695399546,13.533850635137417
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,3,13.585892809893531,20.015483620412333
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,4,13.708886450489919,15.315614582627601
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,5,11.758043073905279,18.29262311609407
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,6,14.873516135834182,19.38677476917002
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,7,14.843174698605251,20.17606183017021
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,8,12.425418454186019,17.921800767114394
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,9,14.47849571117834,15.059862417390475
Fixed-speed baseline,Mild,Low,Low,2.1400934559032696,10,14.074553560281222,18.040920225300063
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,1,13.567533206214554,17.876840834875694
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,2,13.243782387077424,15.890577781243957
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,3,13.138636117032165,15.359127881774613
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,4,12.419128411973471,12.926910343879975
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,5,12.201220634264603,12.52377468140595
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,6,11.397496071067334,18.482614964027135
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,7,12.380416502325053,17.272005106591678
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,8,12.153666826862915,14.665447242918752
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,9,10.985335025629418,14.793864742193357
Fixed-speed baseline,Mild,Low,Reduced,1.8027756377319946,10,12.686053826772476,17.409900851940705
Fixed-speed baseline,Mild,Low,Normal,1.7,1,11.429472913808592,16.83597790016706
Fixed-speed baseline,Mild,Low,Normal,1.7,2,11.739845393690254,15.439116074939797
Fixed-speed baseline,Mild,Low,Normal,1.7,3,9.920103848759746,16.61245735614516
Fixed-speed baseline,Mild,Low,Normal,1.7,4,11.82677020541845,9.782422118150144
Fixed-speed baseline,Mild,Low,Normal,1.7,5,12.837833791442472,14.892615862987835
Fixed-speed baseline,Mild,Low,Normal,1.7,6,14.47793826618375,13.25649501000759
Fixed-speed baseline,Mild,Low,Normal,1.7,7,11.161065854318059,13.26397610440677
Fixed-speed baseline,Mild,Low,Normal,1.7,8,10.947557634089156,16.25695646933723
Fixed-speed baseline,Mild,Low,Normal,1.7,9,11.144283838723329,15.9023613474613
Fixed-speed baseline,Mild,Low,Normal,1.7,10,13.64421712245091,13.651380439619802
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,1,10.574408797437755,16.49226108458134
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,2,14.136615089470908,14.94025193622904
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,3,12.58598855040519,15.56199970882481
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,4,13.154222327826503,15.432643873444198
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,5,11.316527284189895,16.172563795271955
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,6,13.234263251836785,15.906930517876768
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,7,13.435364967811514,16.21485651018196
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,8,12.228968780771385,15.7441624422226
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,9,11.818480697199771,15.666666947871837
Fixed-speed baseline,Mild,Low,Elevated,1.972308292331602,10,12.460158148104632,13.123023750434873
Fixed-speed baseline,Mild,Low,High,2.701851217221259,1,15.048293190742308,20.43015541011795
Fixed-speed baseline,Mild,Low,High,2.701851217221259,2,18.33648458264592,18.75221915857887
Fixed-speed baseline,Mild,Low,High,2.701851217221259,3,13.747289127493081,19.325035162679903
Fixed-speed baseline,Mild,Low,High,2.701851217221259,4,16.054777583824105,14.906352932338207
Fixed-speed baseline,Mild,Low,High,2.701851217221259,5,17.127607580674155,20.550981212039893
Fixed-speed baseline,Mild,Low,High,2.701851217221259,6,17.029448108746976,18.690016649083283
Fixed-speed baseline,Mild,Low,High,2.701851217221259,7,14.931003927022353,18.199229376078137
Fixed-speed baseline,Mild,Low,High,2.701851217221259,8,14.914801442478153,16.15592321528082
Fixed-speed baseline,Mild,Low,High,2.701851217221259,9,16.652984775645905,25.82979377013849
Fixed-speed baseline,Mild,Low,High,2.701851217221259,10,15.476966933069017,20.10941650641575
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,1,12.165769702580652,12.95327818770045
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,2,11.706656783961607,13.159924839517778
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,3,15.333379280122731,14.366353277348454
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,4,12.728504532605943,12.821432079791661
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,5,10.370364821141386,12.167185415440564
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,6,9.750459062754505,12.475848029774395
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,7,9.633892659410936,10.632533220665469
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,8,12.349756946040285,14.067569325655093
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,9,11.532248345096152,11.985271252730497
Fixed-speed baseline,Mild,Reduced,Low,1.5264337522473748,10,12.456946933921978,11.2566111954225
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,1,9.55391538448853,10.305525031185141
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,2,8.234897084148875,16.287817942547175
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,3,9.547857324839537,12.094276174530576
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,4,11.11275782949826,10.847399515207787
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,5,9.969097659665715,13.4221535380523
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,6,9.352873519485303,7.969269920362221
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,7,9.681960218987498,12.975341862524665
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,8,8.572052142108115,15.152964509158625
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,9,8.992515347754463,12.056026006716518
Fixed-speed baseline,Mild,Reduced,Reduced,1.0,10,9.154343702451834,13.63214028231969
Fixed-speed baseline,Mild,Reduced,Normal,0.8,1,9.323508010681103,12.1660863578581
Fixed-speed baseline,Mild,Reduced,Normal,0.8,2,9.576709349694255,11.364060469746912
Fixed-speed baseline,Mild,Reduced,Normal,0.8,3,11.17173984932968,11.599762207769807
Fixed-speed baseline,Mild,Reduced,Normal,0.8,4,8.674065908635303,12.166233135722251
Fixed-speed baseline,Mild,Reduced,Normal,0.8,5,8.59221843640878,9.654650598919986
Fixed-speed baseline,Mild,Reduced,Normal,0.8,6,7.877197834974612,11.913475111310508
Fixed-speed baseline,Mild,Reduced,Normal,0.8,7,10.643030885191266,12.352734237730125
Fixed-speed baseline,Mild,Reduced,Normal,0.8,8,10.399135042045502,11.503001867698448
Fixed-speed baseline,Mild,Reduced,Normal,0.8,9,9.167019600364593,12.704936352279761
Fixed-speed baseline,Mild,Reduced,Normal,0.8,10,9.632638757442002,11.244155420144605
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,1,10.07470346046666,10.646104506954538
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,2,8.70737870541953,9.92691768522867
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,3,10.12867759402026,11.590967301772473
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,4,11.052579226030302,15.478868312639385
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,5,10.936783071303147,11.387855241804937
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,6,9.174629194597419,10.246441890585462
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,7,7.393087836994479,14.855843869182118
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,8,10.68640548914659,12.966725441248958
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,9,9.38976936331701,13.287787134092667
Fixed-speed baseline,Mild,Reduced,Elevated,1.2806248474865698,10,9.685569395260702,15.438025937603282
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,1,13.126189570767147,14.010118583967758
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,2,15.14223887261488,17.02133119778238
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,3,14.760284859479903,16.834652590223765
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,4,13.808775138262126,17.320951964882294
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,5,16.422567001812695,14.711855159996889
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,6,15.474247093843159,18.17873625470503
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,7,12.053216969538472,22.585772828528167
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,8,12.269959367608108,15.500204230655926
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,9,12.927071619282252,16.726441055177787
Fixed-speed baseline,Mild,Reduced,High,2.247220505424423,10,12.011313742432089,16.14825109303952
Fixed-speed baseline,Mild,Normal,Low,1.3,1,10.140536721938924,12.19459719511173
Fixed-speed baseline,Mild,Normal,Low,1.3,2,10.839729458516095,16.090212234924014
Fixed-speed baseline,Mild,Normal,Low,1.3,3,8.731692301407845,14.34404588328398
Fixed-speed baseline,Mild,Normal,Low,1.3,4,10.303981091156212,14.984964442128323
Fixed-speed baseline,Mild,Normal,Low,1.3,5,8.44794455705377,15.841000247676781
Fixed-speed baseline,Mild,Normal,Low,1.3,6,13.893033720386686,13.354928742877505
Fixed-speed baseline,Mild,Normal,Low,1.3,7,10.288238106040048,10.953850671052882
Fixed-speed baseline,Mild,Normal,Low,1.3,8,11.653011914293566,14.169774618395968
Fixed-speed baseline,Mild,Normal,Low,1.3,9,9.293028108697749,12.309654941889567
Fixed-speed baseline,Mild,Normal,Low,1.3,10,11.668728927210026,11.225611804497039
Fixed-speed baseline,Mild,Normal,Reduced,0.6,1,8.104752291168134,12.233913277400795
Fixed-speed baseline,Mild,Normal,Reduced,0.6,2,9.681871372719053,14.473005055016328
Fixed-speed baseline,Mild,Normal,Reduced,0.6,3,6.117757717339849,12.215417079125315
Fixed-speed baseline,Mild,Normal,Reduced,0.6,4,8.06770824340475,11.20435138322156
Fixed-speed baseline,Mild,Normal,Reduced,0.6,5,10.810506642798682,9.517841980154698
Fixed-speed baseline,Mild,Normal,Reduced,0.6,6,9.008873570287003,11.811988291886552
Fixed-speed baseline,Mild,Normal,Reduced,0.6,7,9.111404703827619,11.572130647652825
Fixed-speed baseline,Mild,Normal,Reduced,0.6,8,9.45972565283141,11.958052100242986
Fixed-speed baseline,Mild,Normal,Reduced,0.6,9,9.335851280433332,9.299871334720667
Fixed-speed baseline,Mild,Normal,Reduced,0.6,10,9.919221111022448,11.02983703636743
Fixed-speed baseline,Mild,Normal,Normal,0.0,1,8.20676323270906,7.476357259293316
Fixed-speed baseline,Mild,Normal,Normal,0.0,2,5.440716742691607,9.504147698005662
Fixed-speed baseline,Mild,Normal,Normal,0.0,3,6.956502267521142,9.7026588600144
Fixed-speed baseline,Mild,Normal,Normal,0.0,4,5.945464303350514,11.61620707645476
Fixed-speed baseline,Mild,Normal,Normal,0.0,5,5.844607882499177,9.49328481695467
Fixed-speed baseline,Mild,Normal,Normal,0.0,6,6.591001633164051,8.352210134082432
Fixed-speed baseline,Mild,Normal,Normal,0.0,7,5.1427704446120375,9.343301404289782
Fixed-speed baseline,Mild,Normal,Normal,0.0,8,7.444886292484469,7.8381060564260245
Fixed-speed baseline,Mild,Normal,Normal,0.0,9,7.372052410383597,9.905954308983183
Fixed-speed baseline,Mild,Normal,Normal,0.0,10,5.938241976244827,9.470163027728287
Fixed-speed baseline,Mild,Normal,Elevated,1.0,1,8.222026926541,12.586368044209681
Fixed-speed baseline,Mild,Normal,Elevated,1.0,2,8.774176842846485,11.160282030975006
Fixed-speed baseline,Mild,Normal,Elevated,1.0,3,9.32583555604324,11.854748814685617
Fixed-speed baseline,Mild,Normal,Elevated,1.0,4,7.569514916841392,12.296819225126022
Fixed-speed baseline,Mild,Normal,Elevated,1.0,5,9.300466438272778,13.98139565233129
Fixed-speed baseline,Mild,Normal,Elevated,1.0,6,8.579568003489548,13.025921212686958
Fixed-speed baseline,Mild,Normal,Elevated,1.0,7,10.47898202150192,11.491730103677659
Fixed-speed baseline,Mild,Normal,Elevated,1.0,8,9.733142820488885,8.771756840910497
Fixed-speed baseline,Mild,Normal,Elevated,1.0,9,9.818624261141018,11.397679626844756
Fixed-speed baseline,Mild,Normal,Elevated,1.0,10,9.754868524678326,11.749467401683393
Fixed-speed baseline,Mild,Normal,High,2.1,1,13.179964781156393,18.868885981261304
Fixed-speed baseline,Mild,Normal,High,2.1,2,13.2473181576527,17.0769036543227
Fixed-speed baseline,Mild,Normal,High,2.1,3,14.908026245754177,21.98745673976549
Fixed-speed baseline,Mild,Normal,High,2.1,4,12.026795607817814,16.199273256056525
Fixed-speed baseline,Mild,Normal,High,2.1,5,12.81161364474286,14.578673894319284
Fixed-speed baseline,Mild,Normal,High,2.1,6,12.820663752098248,20.03235600694933
Fixed-speed baseline,Mild,Normal,High,2.1,7,12.208152797728063,19.38725016149396
Fixed-speed baseline,Mild,Normal,High,2.1,8,15.177997603117882,18.65752708646636
Fixed-speed baseline,Mild,Normal,High,2.1,9,12.605295615019934,18.10926616386125
Fixed-speed baseline,Mild,Normal,High,2.1,10,13.706027608269205,19.01207444992225
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,1,13.079538181291321,14.336794847319
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,2,12.480612908248352,14.675531292739418
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,3,9.496532466006627,17.093007199639306
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,4,11.33680199173319,14.913408738691583
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,5,13.558206402229233,16.115601131852216
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,6,8.951034869234736,13.97380510161333
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,7,14.04422561460353,10.539598859763796
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,8,11.665357556094095,14.782882638852815
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,9,12.380613668549245,11.109247879665025
Fixed-speed baseline,Mild,Elevated,Low,1.5811388300841898,10,12.310827978797569,11.568611402356991
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,1,10.267918420107238,11.377187069191034
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,2,9.176722963928087,12.442020567228159
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,3,10.62133880466392,13.76282774258708
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,4,11.046467483721539,11.389672334775732
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,5,10.972318470275944,13.23432263385595
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,6,9.695628935561555,14.321550954349792
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,7,9.694212676334795,13.915390164060296
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,8,9.917107788867922,9.426685332676204
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,9,10.00378695429865,11.190328293397869
Fixed-speed baseline,Mild,Elevated,Reduced,1.0816653826391966,10,9.525497930991198,11.368361784667108
Fixed-speed baseline,Mild,Elevated,Normal,0.9,1,10.71769089975037,11.71279406526938
Fixed-speed baseline,Mild,Elevated,Normal,0.9,2,11.095892039485895,14.285439422691715
Fixed-speed baseline,Mild,Elevated,Normal,0.9,3,9.554428498089027,9.951511139099894
Fixed-speed baseline,Mild,Elevated,Normal,0.9,4,10.939809143753715,9.359332074285764
Fixed-speed baseline,Mild,Elevated,Normal,0.9,5,7.1959315141919316,13.488705373938206
Fixed-speed baseline,Mild,Elevated,Normal,0.9,6,9.143362011447355,11.955581491762151
Fixed-speed baseline,Mild,Elevated,Normal,0.9,7,7.16643892438886,14.321094054710725
Fixed-speed baseline,Mild,Elevated,Normal,0.9,8,7.7421623292972415,13.097700217531747
Fixed-speed baseline,Mild,Elevated,Normal,0.9,9,10.542551009225537,10.625688075672514
Fixed-speed baseline,Mild,Elevated,Normal,0.9,10,9.792624598486539,13.753366119069273
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,1,10.637726170343857,16.531881604220477
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,2,10.215202782529065,12.730619118306452
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,3,8.273490449020152,14.97276461068516
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,4,11.770015663968131,15.4538896220937
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,5,12.29478518784256,12.171680155620932
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,6,12.310646276177938,12.803270835080657
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,7,12.95538999811433,15.556376768847862
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,8,9.42484100990132,14.424135260387473
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,9,10.488975673330229,13.516601239295426
Fixed-speed baseline,Mild,Elevated,Elevated,1.3453624047073711,10,12.024901916094775,15.985993111465918
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,1,11.511187214759804,14.801846483454518
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,2,16.876396946146485,15.984992094934496
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,3,14.71104878738887,18.305757715472186
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,4,12.698263939986266,20.195868157353715
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,5,16.089036627238283,20.124814497837836
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,6,13.424378999871873,19.41295701207702
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,7,12.612992561740409,18.548939405528643
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,8,13.674150616845594,16.372805106943865
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,9,14.316512558094828,10.155629275714915
Fixed-speed baseline,Mild,Elevated,High,2.2847319317591723,10,13.887604211114695,18.092859078937252
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,1,14.036004507285831,19.183559916471943
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,2,15.290943338123043,13.705386592646885
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,3,14.189858486789424,17.617371553937346
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,4,16.447245470347788,15.909795547819748
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,5,14.880372231769103,18.118756176955873
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,6,14.8549784231995,16.830087978529985
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,7,13.983958163782656,22.947174252023043
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,8,14.462648555549945,17.963703354572974
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,9,17.455429472814036,14.675532814732225
Fixed-speed baseline,Mild,High,Low,2.3021728866442674,10,11.995417222000478,20.500075744891067
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,1,11.324509767460905,20.05811864327593
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,2,15.919467857588685,15.036277070252158
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,3,12.056330524925027,16.468074885139224
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,4,13.720662582524556,11.897289985635782
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,5,14.006134470737136,18.644473805204697
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,6,12.63683790208782,13.065471255064967
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,7,12.82323250875755,15.915697098970677
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,8,12.588666647610584,15.503131659049588
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,9,15.531052076826558,18.0918303308725
Fixed-speed baseline,Mild,High,Reduced,1.9924858845171274,10,11.418389287508337,17.925214233979915
Fixed-speed baseline,Mild,High,Normal,1.9,1,11.37367767660032,16.826624250918982
Fixed-speed baseline,Mild,High,Normal,1.9,2,15.356883522133291,17.79064524624144
Fixed-speed baseline,Mild,High,Normal,1.9,3,14.857126012962372,17.820747224245522
Fixed-speed baseline,Mild,High,Normal,1.9,4,10.85613003983215,16.454985362088312
Fixed-speed baseline,Mild,High,Normal,1.9,5,10.76612363570524,18.54408233670123
Fixed-speed baseline,Mild,High,Normal,1.9,6,12.039766740885893,13.98552569503333
Fixed-speed baseline,Mild,High,Normal,1.9,7,13.268250366656288,17.698343007618217
Fixed-speed baseline,Mild,High,Normal,1.9,8,10.773631716835943,15.96483110830283
Fixed-speed baseline,Mild,High,Normal,1.9,9,11.158808014952868,15.817682187369256
Fixed-speed baseline,Mild,High,Normal,1.9,10,14.703359248592022,16.819725387068925
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,1,12.705337373050318,11.547114896905509
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,2,15.291521714888566,17.84620016566899
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,3,14.447906303476001,16.52420912829136
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,4,15.709819775081588,16.222669735134673
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,5,13.347933808607747,18.618199544464463
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,6,14.286371044450057,18.085037406294052
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,7,12.959245093768219,15.986787055174846
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,8,11.962200243033264,14.798277632859346
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,9,15.353678679171495,18.367970732962576
Fixed-speed baseline,Mild,High,Elevated,2.1470910553583886,10,13.76999555474741,17.219910355586308
Fixed-speed baseline,Mild,High,High,2.831960451701259,1,20.549915841366396,21.46346535836262
Fixed-speed baseline,Mild,High,High,2.831960451701259,2,16.47216725250572,18.088173507336833
Fixed-speed baseline,Mild,High,High,2.831960451701259,3,14.75003787149029,19.08972373337403
Fixed-speed baseline,Mild,High,High,2.831960451701259,4,12.220486252028532,17.279474292658424
Fixed-speed baseline,Mild,High,High,2.831960451701259,5,16.371889699657462,17.4429435167274
Fixed-speed baseline,Mild,High,High,2.831960451701259,6,17.796912807770443,19.01317839222103
Fixed-speed baseline,Mild,High,High,2.831960451701259,7,15.689631632557074,21.38574407068297
Fixed-speed baseline,Mild,High,High,2.831960451701259,8,16.89325473093246,19.83913999376451
Fixed-speed baseline,Mild,High,High,2.831960451701259,9,17.58795368156829,20.16132109765641
Fixed-speed baseline,Mild,High,High,2.831960451701259,10,12.940178313722162,21.34791863609943
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,1,15.050951300845346,12.96265482392842
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,2,17.044323625300773,14.843834797029675
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,3,13.201785610042993,18.541471530566344
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,4,15.35002410683101,17.817673370985418
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,5,16.484043016041635,14.629427366477397
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,6,14.36705309045779,16.091973681137606
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,7,15.711514820951738,18.340266922459342
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,8,13.539625817618989,16.917720149507527
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,9,16.490766552227424,18.597060372961725
Fixed-speed baseline,Moderate,Low,Low,2.1400934559032696,10,16.694737498189678,19.406767101419344
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,1,13.915488180222884,16.28587843678669
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,2,14.233792007835302,14.204826310129611
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,3,13.12673102734834,15.285008534081044
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,4,15.542070453533137,14.619951328475114
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,5,11.26766087150309,14.445821489468734
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,6,13.967596326642727,18.616393019491152
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,7,15.270200982681626,17.251286218307115
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,8,13.941794334202887,19.73430323078311
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,9,14.643260727067815,21.5694945144326
Fixed-speed baseline,Moderate,Low,Reduced,1.8027756377319946,10,13.410775851435398,18.701477411298193
Fixed-speed baseline,Moderate,Low,Normal,1.7,1,10.66835619167243,17.34711245578347
Fixed-speed baseline,Moderate,Low,Normal,1.7,2,13.615979334139821,16.41520983675644
Fixed-speed baseline,Moderate,Low,Normal,1.7,3,13.72869898060829,18.526229912213562
Fixed-speed baseline,Moderate,Low,Normal,1.7,4,14.607074524011866,16.283863304453263
Fixed-speed baseline,Moderate,Low,Normal,1.7,5,13.337241837597654,15.933558144837683
Fixed-speed baseline,Moderate,Low,Normal,1.7,6,12.658433944198917,18.767266927937577
Fixed-speed baseline,Moderate,Low,Normal,1.7,7,14.420049982397307,17.35383166718895
Fixed-speed baseline,Moderate,Low,Normal,1.7,8,15.001498993933655,15.530700283132948
Fixed-speed baseline,Moderate,Low,Normal,1.7,9,14.590097595577666,16.37645000718495
Fixed-speed baseline,Moderate,Low,Normal,1.7,10,13.673013830340583,13.92502403475753
Fixed-speed baseline,Moderate,Low,Elevated,1.972308292331602,1,15.699995818769633,21.101579274567214
Fixed-speed baseline,Moderate,Low,Elevated,1.972308292331602,2,12.746409929249717,16.53017654492942
Fixed-speed baseline,Moderate,Low,Elevated,1.972308292331602,3,13.789521905430858,17.73164801161414
Fixed-speed baseline,Moderate,Low,Elevated,1.972308292331602,4,15.285426951493417,17.358206707913105
Fixed-speed baseline,Moderate,Low,Elevated,1.972308292331602,5,13.586388298635061,17.464901003965164
Fixed-speed baseline,Moderate,Low,Elevated,1.972308292331602,6,16.388474819065852,18.19260055863686
Fixed-speed baseline,Moderate,Low,Elevated,1.972308292331602,7,13.762605186355636,16.41884332543355
Fixed-speed baseline,Moderate,Low,Elevated,1.972308292331602,8,16.297318139919742,18.784973352295683
